symbol,timeframe,strategy,params,trades,pf,winrate,payoff,maxdd,netprofit,tier,status,mode,real_orders,dataset
AUDUSD,M30,SMA_CROSS,"13,55",117,0.8217,33.33,1.6433,0.04863,-0.03012,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
USDJPY,H4,SMA_CROSS,"9,34",105,0.8212,29.52,1.9603,30.978,-11.842,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
US100,H1,SMA_CROSS,"50,200",30,0.818,23.33,2.6876,4778.4,-1508.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
AUDUSD,H4,SMA_CROSS,"9,34",112,0.8157,33.04,1.6535,0.13461,-0.05879,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
USDJPY,H4,SMA_CROSS,"20,50",69,0.806,33.33,1.6119,29.727,-11.571,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
USDCHF,D1,EMA_CROSS,"21,55",31,0.8054,32.26,1.6912,0.15089,-0.04959,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_D1_raw.csv
JP225,D1,SMA_CROSS,"20,50",40,0.8054,25.0,2.4161,30252.0,-9184.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_D1_raw.csv
US500,M30,SMA_CROSS,"20,50",108,0.8043,35.19,1.4816,899.7,-531.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
US100,H1,SMA_CROSS,"20,50",105,0.8035,34.29,1.5401,7350.3,-3424.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
AUDUSD,H1,SMA_CROSS,"9,34",183,0.8021,31.15,1.7731,0.07196,-0.05073,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
GER40,M30,EMA_CROSS,"13,55",126,0.8002,26.19,2.2552,3136.3,-2121.2,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
US500,M30,EMA_CROSS,"21,55",89,0.7935,28.09,2.0313,714.4,-427.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
GBPUSD,H4,SMA_CROSS,"9,34",120,0.7892,35.83,1.4133,0.18836,-0.11412,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
USDJPY,H4,EMA_CROSS,"13,55",63,0.7879,25.4,2.3144,32.936,-11.319,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
GER40,M30,SMA_CROSS,"13,55",123,0.777,35.77,1.395,4276.8,-2491.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
US500,H1,EMA_CROSS,"9,34",161,0.7768,30.43,1.7756,1383.4,-823.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
USDCHF,H4,EMA_CROSS,"21,55",65,0.7765,23.08,2.5882,0.11072,-0.05815,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
JP225,M30,SMA_CROSS,"20,50",111,0.7761,30.63,1.7577,15633.0,-9323.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
AUDUSD,M30,EMA_CROSS,"13,55",111,0.7745,29.73,1.8072,0.05011,-0.03459,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
AUDUSD,D1,EMA_CROSS,"9,34",52,0.7693,28.85,1.8976,0.14844,-0.07396,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
USDJPY,H4,SMA_CROSS,"13,55",75,0.7687,32.0,1.6334,36.268,-14.517,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
USDJPY,H4,EMA_CROSS,"9,34",119,0.7661,26.05,2.1746,27.844,-15.336,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
GER40,H1,SMA_CROSS,"13,55",104,0.765,34.62,1.445,4013.1,-3039.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
JP225,H1,SMA_CROSS,"50,200",31,0.762,32.26,1.6001,16498.0,-6513.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
XAUUSD,M15,EMA_CROSS,"13,55",122,0.7617,23.77,2.4427,784.13,-503.24,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
XAUUSD,M30,SMA_CROSS,"50,200",29,0.7582,34.48,1.4407,778.14,-456.17,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M30_raw.csv
GBPUSD,H4,EMA_CROSS,"9,34",106,0.7536,24.53,2.3187,0.1835,-0.11752,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
EURUSD,M30,EMA_CROSS,"13,55",112,0.7524,25.0,2.2573,0.06107,-0.04295,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
US500,M30,SMA_CROSS,"13,55",117,0.7487,31.62,1.6189,1104.1,-763.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
GBPUSD,H1,EMA_CROSS,"13,55",130,0.7462,22.31,2.5987,0.13023,-0.08978,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
NZDUSD,H4,EMA_CROSS,"21,55",50,0.7456,30.0,1.7397,0.15108,-0.05321,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
NZDUSD,D1,EMA_CROSS,"9,34",57,0.7428,28.07,1.9034,0.21357,-0.0945,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
US500,H1,EMA_CROSS,"13,55",102,0.7398,30.39,1.6944,1571.4,-814.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
AUDUSD,H4,EMA_CROSS,"9,34",106,0.7383,26.42,2.0567,0.14097,-0.08151,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
GBPUSD,M30,SMA_CROSS,"13,55",120,0.7366,33.33,1.4733,0.10916,-0.07136,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
NZDUSD,M30,EMA_CROSS,"21,55",85,0.7333,25.88,2.0998,0.0501,-0.03266,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
USDJPY,M15,SMA_CROSS,"9,34",189,0.7295,30.16,1.6765,5.905,-5.159,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
NZDUSD,H4,SMA_CROSS,"13,55",70,0.7294,31.43,1.5914,0.12079,-0.06314,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
USDCHF,D1,EMA_CROSS,"9,34",67,0.7288,23.88,2.323,0.24481,-0.13483,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_D1_raw.csv
GBPUSD,M30,EMA_CROSS,"13,55",116,0.7281,25.86,2.063,0.08756,-0.06567,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
AUDUSD,H4,EMA_CROSS,"13,55",76,0.7121,22.37,2.4715,0.14918,-0.07388,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
USDCHF,H4,EMA_CROSS,"13,55",81,0.7119,23.46,2.3229,0.09572,-0.07875,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
XAUUSD,M15,EMA_CROSS,"21,55",94,0.7073,26.6,1.9521,829.95,-575.08,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
AUDUSD,M30,EMA_CROSS,"21,55",87,0.7054,33.33,1.4109,0.04707,-0.03986,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
USDCHF,M30,EMA_CROSS,"13,55",115,0.7048,22.61,2.3855,0.06494,-0.0464,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
GBPUSD,M30,EMA_CROSS,"21,55",95,0.702,27.37,1.8631,0.09695,-0.06465,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
NZDUSD,M30,SMA_CROSS,"50,200",35,0.699,31.43,1.5251,0.04853,-0.02496,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M30_raw.csv
EURUSD,H1,SMA_CROSS,"50,200",35,0.695,37.14,1.1762,0.04724,-0.03439,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
GBPUSD,H4,SMA_CROSS,"13,55",74,0.6948,33.78,1.3617,0.21456,-0.1394,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
USDCHF,M30,SMA_CROSS,"50,200",31,0.688,38.71,1.0893,0.05011,-0.02209,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
AUDUSD,M30,SMA_CROSS,"50,200",35,0.6805,28.57,1.7013,0.04141,-0.02857,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
USDJPY,M15,EMA_CROSS,"13,55",110,0.6805,23.64,2.1985,5.306,-4.663,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
USDCHF,M30,EMA_CROSS,"21,55",91,0.676,26.37,1.8872,0.05997,-0.0453,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
GBPUSD,H4,EMA_CROSS,"13,55",86,0.676,20.93,2.5538,0.24497,-0.14165,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
US500,H1,SMA_CROSS,"9,34",169,0.6747,30.77,1.5181,1836.0,-1457.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
USDJPY,H4,EMA_CROSS,"21,55",57,0.6675,24.56,2.0503,47.669,-20.363,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H4_raw.csv
GBPUSD,H1,EMA_CROSS,"21,55",106,0.6674,27.36,1.772,0.15582,-0.10806,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
GER40,M15,SMA_CROSS,"50,200",30,0.662,33.33,1.324,2275.3,-1393.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M15_raw.csv
AUDUSD,H4,EMA_CROSS,"21,55",60,0.6576,23.33,2.1607,0.14114,-0.07707,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
NZDUSD,D1,SMA_CROSS,"9,34",59,0.6572,37.29,1.1054,0.17086,-0.15075,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
AUDUSD,H4,SMA_CROSS,"13,55",76,0.6556,26.32,1.8355,0.17005,-0.10525,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H4_raw.csv
NZDUSD,H4,SMA_CROSS,"20,50",72,0.6532,33.33,1.3064,0.16071,-0.08814,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H4_raw.csv
GBPUSD,H4,SMA_CROSS,"20,50",76,0.6471,31.58,1.4022,0.26266,-0.16968,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H4_raw.csv
EURUSD,M30,SMA_CROSS,"50,200",28,0.644,28.57,1.6099,0.04773,-0.03141,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
USDCHF,D1,EMA_CROSS,"13,55",41,0.6417,24.39,1.9891,0.2219,-0.13343,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_D1_raw.csv
GER40,M30,EMA_CROSS,"21,55",86,0.6168,26.74,1.6895,4515.7,-3722.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
AUDUSD,M15,SMA_CROSS,"50,200",43,0.6163,30.23,1.4223,0.03679,-0.02376,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M15_raw.csv
US100,H1,SMA_CROSS,"13,55",115,0.6093,30.43,1.3927,11516.4,-8417.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H1_raw.csv
GER40,D1,SMA_CROSS,"9,34",56,0.6066,30.36,1.3915,8798.18,-7712.48,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
USDJPY,M15,EMA_CROSS,"9,34",181,0.6006,24.86,1.815,9.019,-7.888,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
AUDUSD,H1,SMA_CROSS,"50,200",35,0.5928,25.71,1.7125,0.07096,-0.05782,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
USDJPY,M30,SMA_CROSS,"50,200",34,0.5855,29.41,1.4053,18.123,-8.244,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
UK100,H1,SMA_CROSS,"9,34",187,0.5782,33.69,1.138,3920.2,-3254.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
XAUUSD,M15,SMA_CROSS,"50,200",40,0.5775,27.5,1.5226,790.59,-563.78,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
GER40,D1,SMA_CROSS,"20,50",38,0.5651,23.68,1.8209,11593.0,-8490.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
USDJPY,H1,SMA_CROSS,"50,200",31,0.5468,29.03,1.3366,14.904,-11.154,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H1_raw.csv
GER40,D1,SMA_CROSS,"13,55",32,0.5461,28.12,1.3956,10821.18,-7802.38,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_D1_raw.csv
AUDUSD,D1,EMA_CROSS,"21,55",29,0.5399,27.59,1.4172,0.1728,-0.10975,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
USDCAD,D1,EMA_CROSS,"21,55",31,0.538,22.58,1.8445,0.27569,-0.17959,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
UK100,H1,EMA_CROSS,"9,34",169,0.526,24.85,1.5905,4065.6,-3507.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
USDCHF,M15,SMA_CROSS,"50,200",31,0.5188,32.26,1.0895,0.03492,-0.02778,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M15_raw.csv
GBPUSD,H1,SMA_CROSS,"50,200",35,0.518,22.86,1.7484,0.10798,-0.08232,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_H1_raw.csv
USDCHF,H4,SMA_CROSS,"13,55",81,0.518,28.4,1.3063,0.17351,-0.17079,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
UK100,H4,SMA_CROSS,"13,55",60,0.5076,33.33,1.0153,3277.5,-3219.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
UK100,H1,EMA_CROSS,"13,55",111,0.5074,26.13,1.4347,3356.3,-3246.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
GBPUSD,M30,SMA_CROSS,"50,200",37,0.5006,32.43,1.043,0.12461,-0.08852,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
UK100,H1,SMA_CROSS,"13,55",109,0.4974,28.44,1.2515,3883.2,-3504.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
UK100,H4,SMA_CROSS,"20,50",64,0.4918,29.69,1.1647,3794.9,-3422.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
UK100,H4,SMA_CROSS,"9,34",108,0.4885,34.26,0.9373,4424.3,-4286.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
UK100,H4,EMA_CROSS,"9,34",90,0.4778,27.78,1.2233,4100.4,-4035.2,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
USDCHF,H1,SMA_CROSS,"50,200",35,0.4756,31.43,1.0377,0.05845,-0.05643,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H1_raw.csv
GBPUSD,M15,SMA_CROSS,"50,200",33,0.4713,24.24,1.4727,0.06848,-0.04912,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M15_raw.csv
UK100,H1,EMA_CROSS,"21,55",93,0.4706,30.11,1.0924,3521.4,-3348.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
UK100,H1,SMA_CROSS,"20,50",108,0.4703,30.56,1.0688,3866.4,-3727.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
USDCHF,H4,SMA_CROSS,"20,50",79,0.4656,26.58,1.286,0.18901,-0.18901,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_H4_raw.csv
NZDUSD,D1,SMA_CROSS,"13,55",35,0.4646,34.29,0.8904,0.2504,-0.21487,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
UK100,M30,SMA_CROSS,"9,34",192,0.4541,32.81,0.9298,4566.7,-4384.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
USDCAD,D1,EMA_CROSS,"13,55",35,0.4535,28.57,1.1339,0.29951,-0.23178,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
UK100,M15,SMA_CROSS,"9,34",193,0.4509,29.53,1.0679,4100.9,-3681.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
