trade_id,entry_reason,stop_reason,target_reason,exit_reason
"XAUUSD_M30_SMA_CROSS_20,50_2600_2638","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=27.925,target calculado por confluência: 2x ATR (4714.95) + RR 2:1 baseado no swing/stop (4775.78),saída por sinal oposto: novo cruzamento SELL em 2026-04-07 04:30:00
"XAUUSD_M30_SMA_CROSS_20,50_2638_2667","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=15.818571,target calculado por confluência: 2x ATR (4595.332857) + RR 2:1 baseado no swing/stop (4485.95),saída por sinal oposto: novo cruzamento BUY em 2026-04-07 19:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2667_2716","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=24.123571,target calculado por confluência: 2x ATR (4711.197143) + RR 2:1 baseado no swing/stop (4774.29),saída por sinal oposto: novo cruzamento SELL em 2026-04-08 21:30:00
"XAUUSD_M30_SMA_CROSS_20,50_2716_2752","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=23.634286,target calculado por confluência: 2x ATR (4657.911429) + RR 2:1 baseado no swing/stop (4498.46),saída por sinal oposto: novo cruzamento BUY em 2026-04-09 17:30:00
"XAUUSD_M30_SMA_CROSS_20,50_2752_2785","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=15.195714,target calculado por confluência: 2x ATR (4799.021429) + RR 2:1 baseado no swing/stop (4898.85),saída por sinal oposto: novo cruzamento SELL em 2026-04-10 12:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2785_2804","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=12.584286,target calculado por confluência: 2x ATR (4723.671429) + RR 2:1 baseado no swing/stop (4692.2),saída por sinal oposto: novo cruzamento BUY em 2026-04-10 21:30:00
"XAUUSD_M30_SMA_CROSS_20,50_2804_2808","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.025714,target calculado por confluência: 2x ATR (4797.291429) + RR 2:1 baseado no swing/stop (4834.36),saída por sinal oposto: novo cruzamento SELL em 2026-04-13 01:30:00
"XAUUSD_M30_SMA_CROSS_20,50_2808_2849","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=26.328571,target calculado por confluência: 2x ATR (4606.422857) + RR 2:1 baseado no swing/stop (4387.18),saída por sinal oposto: novo cruzamento BUY em 2026-04-13 22:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2849_2923","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=17.958571,target calculado por confluência: 2x ATR (4779.137143) + RR 2:1 baseado no swing/stop (4829.22),saída por sinal oposto: novo cruzamento SELL em 2026-04-15 15:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2923_2953","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=13.453571,target calculado por confluência: 2x ATR (4785.902857) + RR 2:1 baseado no swing/stop (4731.39),saída por sinal oposto: novo cruzamento BUY em 2026-04-16 08:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2953_2973","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=10.115,target calculado por confluência: 2x ATR (4853.65) + RR 2:1 baseado no swing/stop (4922.24),saída por sinal oposto: novo cruzamento SELL em 2026-04-16 18:00:00
"XAUUSD_M30_SMA_CROSS_20,50_2973_3013","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=14.184286,target calculado por confluência: 2x ATR (4773.111429) + RR 2:1 baseado no swing/stop (4727.68),saída por sinal oposto: novo cruzamento BUY em 2026-04-17 16:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3013_3039","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.347857,target calculado por confluência: 2x ATR (4884.235714) + RR 2:1 baseado no swing/stop (4997.2),saída por sinal oposto: novo cruzamento SELL em 2026-04-20 07:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3039_3069","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=20.645,target calculado por confluência: 2x ATR (4753.34) + RR 2:1 baseado no swing/stop (4636.87),saída por sinal oposto: novo cruzamento BUY em 2026-04-20 22:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3069_3091","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=13.230714,target calculado por confluência: 2x ATR (4843.721429) + RR 2:1 baseado no swing/stop (4884.74),saída por sinal oposto: novo cruzamento SELL em 2026-04-21 11:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3091_3136","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=10.410714,target calculado por confluência: 2x ATR (4766.478571) + RR 2:1 baseado no swing/stop (4695.42),saída por sinal oposto: novo cruzamento BUY em 2026-04-22 11:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3136_3159","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=8.540714,target calculado por confluência: 2x ATR (4774.101429) + RR 2:1 baseado no swing/stop (4839.9),saída por sinal oposto: novo cruzamento SELL em 2026-04-23 01:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3159_3205","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=11.550714,target calculado por confluência: 2x ATR (4709.758571) + RR 2:1 baseado no swing/stop (4676.62),saída por sinal oposto: novo cruzamento BUY em 2026-04-24 02:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3205_3206","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.535714,target calculado por confluência: 2x ATR (4727.561429) + RR 2:1 baseado no swing/stop (4754.81),saída por sinal oposto: novo cruzamento SELL em 2026-04-24 02:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3206_3239","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=16.379286,target calculado por confluência: 2x ATR (4662.671429) + RR 2:1 baseado no swing/stop (4600.03),saída por sinal oposto: novo cruzamento BUY em 2026-04-24 19:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3239_3278","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.35,target calculado por confluência: 2x ATR (4755.99) + RR 2:1 baseado no swing/stop (4836.35),saída por sinal oposto: novo cruzamento SELL em 2026-04-27 16:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3278_3397","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=8.397857,target calculado por confluência: 2x ATR (4679.384286) + RR 2:1 baseado no swing/stop (4628.32),saída por sinal oposto: novo cruzamento BUY em 2026-04-30 10:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3397_3443","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=12.49,target calculado por confluência: 2x ATR (4616.47) + RR 2:1 baseado no swing/stop (4708.09),saída por sinal oposto: novo cruzamento SELL em 2026-05-01 11:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3443_3465","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=11.528571,target calculado por confluência: 2x ATR (4544.192857) + RR 2:1 baseado no swing/stop (4429.73),saída por sinal oposto: novo cruzamento BUY em 2026-05-01 22:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3465_3486","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.680714,target calculado por confluência: 2x ATR (4657.701429) + RR 2:1 baseado no swing/stop (4752.82),saída por sinal oposto: novo cruzamento SELL em 2026-05-04 10:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3486_3536","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=14.687143,target calculado por confluência: 2x ATR (4549.585714) + RR 2:1 baseado no swing/stop (4478.08),saída por sinal oposto: novo cruzamento BUY em 2026-05-05 13:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3536_3649","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=11.255714,target calculado por confluência: 2x ATR (4566.271429) + RR 2:1 baseado no swing/stop (4599.2),saída por sinal oposto: novo cruzamento SELL em 2026-05-08 04:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3649_3675","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=15.921429,target calculado por confluência: 2x ATR (4680.717143) + RR 2:1 baseado no swing/stop (4608.06),saída por sinal oposto: novo cruzamento BUY em 2026-05-08 17:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3675_3692","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=15.385,target calculado por confluência: 2x ATR (4748.11) + RR 2:1 baseado no swing/stop (4757.18),saída por sinal oposto: novo cruzamento SELL em 2026-05-11 03:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3692_3725","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=12.024286,target calculado por confluência: 2x ATR (4659.401429) + RR 2:1 baseado no swing/stop (4551.33),saída por sinal oposto: novo cruzamento BUY em 2026-05-11 20:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3725_3756","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=15.832857,target calculado por confluência: 2x ATR (4749.785714) + RR 2:1 baseado no swing/stop (4853.16),saída por sinal oposto: novo cruzamento SELL em 2026-05-12 13:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3756_3787","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=11.314286,target calculado por confluência: 2x ATR (4671.801429) + RR 2:1 baseado no swing/stop (4555.67),saída por sinal oposto: novo cruzamento BUY em 2026-05-13 07:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3787_3808","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=10.427143,target calculado por confluência: 2x ATR (4722.234286) + RR 2:1 baseado no swing/stop (4775.72),saída por sinal oposto: novo cruzamento SELL em 2026-05-13 17:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3808_3837","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=12.290714,target calculado por confluência: 2x ATR (4655.188571) + RR 2:1 baseado no swing/stop (4608.49),saída por sinal oposto: novo cruzamento BUY em 2026-05-14 10:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3837_3856","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=15.264286,target calculado por confluência: 2x ATR (4736.018571) + RR 2:1 baseado no swing/stop (4779.71),saída por sinal oposto: novo cruzamento SELL em 2026-05-14 19:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3856_3936","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=13.842857,target calculado por confluência: 2x ATR (4650.914286) + RR 2:1 baseado no swing/stop (4598.28),saída por sinal oposto: novo cruzamento BUY em 2026-05-18 15:30:00
"XAUUSD_M30_SMA_CROSS_20,50_3936_3973","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=14.722857,target calculado por confluência: 2x ATR (4600.655714) + RR 2:1 baseado no swing/stop (4663.21),saída por sinal oposto: novo cruzamento SELL em 2026-05-19 12:00:00
"XAUUSD_M30_SMA_CROSS_20,50_3973_4029","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=12.827857,target calculado por confluência: 2x ATR (4515.064286) + RR 2:1 baseado no swing/stop (4443.68),saída por sinal oposto: novo cruzamento BUY em 2026-05-20 18:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4029_4068","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=16.600714,target calculado por confluência: 2x ATR (4562.631429) + RR 2:1 baseado no swing/stop (4665.51),saída por sinal oposto: novo cruzamento SELL em 2026-05-21 15:30:00
"XAUUSD_M30_SMA_CROSS_20,50_4068_4090","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=13.987857,target calculado por confluência: 2x ATR (4476.104286) + RR 2:1 baseado no swing/stop (4426.32),saída por sinal oposto: novo cruzamento BUY em 2026-05-22 04:30:00
"XAUUSD_M30_SMA_CROSS_20,50_4090_4107","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=12.949286,target calculado por confluência: 2x ATR (4552.208571) + RR 2:1 baseado no swing/stop (4601.55),saída por sinal oposto: novo cruzamento SELL em 2026-05-22 13:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4107_4131","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=11.205,target calculado por confluência: 2x ATR (4502.44) + RR 2:1 baseado no swing/stop (4492.41),saída por sinal oposto: novo cruzamento BUY em 2026-05-25 03:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4131_4177","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=13.122857,target calculado por confluência: 2x ATR (4598.545714) + RR 2:1 baseado no swing/stop (4733.26),saída por sinal oposto: novo cruzamento SELL em 2026-05-26 05:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4177_4295","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=9.482857,target calculado por confluência: 2x ATR (4517.844286) + RR 2:1 baseado no swing/stop (4449.43),saída por sinal oposto: novo cruzamento BUY em 2026-05-28 20:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4295_4361","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=20.862143,target calculado por confluência: 2x ATR (4543.784286) + RR 2:1 baseado no swing/stop (4755.46),saída por sinal oposto: novo cruzamento SELL em 2026-06-01 09:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4361_4405","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=10.659286,target calculado por confluência: 2x ATR (4492.921429) + RR 2:1 baseado no swing/stop (4419.24),saída por sinal oposto: novo cruzamento BUY em 2026-06-02 09:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4405_4433","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=13.815714,target calculado por confluência: 2x ATR (4560.771429) + RR 2:1 baseado no swing/stop (4673.54),saída por sinal oposto: novo cruzamento SELL em 2026-06-03 01:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4433_4492","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=9.370714,target calculado por confluência: 2x ATR (4471.428571) + RR 2:1 baseado no swing/stop (4401.17),saída por sinal oposto: novo cruzamento BUY em 2026-06-04 08:30:00
"XAUUSD_M30_SMA_CROSS_20,50_4492_4528","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=13.726429,target calculado por confluência: 2x ATR (4496.662857) + RR 2:1 baseado no swing/stop (4559.59),saída por sinal oposto: novo cruzamento SELL em 2026-06-05 04:30:00
"XAUUSD_M30_SMA_CROSS_20,50_4528_4605","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=10.354286,target calculado por confluência: 2x ATR (4426.071429) + RR 2:1 baseado no swing/stop (4309.56),saída por sinal oposto: novo cruzamento BUY em 2026-06-08 21:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4605_4643","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=12.464286,target calculado por confluência: 2x ATR (4367.528571) + RR 2:1 baseado no swing/stop (4481.74),saída por sinal oposto: novo cruzamento SELL em 2026-06-09 18:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4643_4737","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=16.810714,target calculado por confluência: 2x ATR (4245.058571) + RR 2:1 baseado no swing/stop (4109.04),saída por sinal oposto: novo cruzamento BUY em 2026-06-11 21:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4737_4837","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=25.668571,target calculado por confluência: 2x ATR (4204.267143) + RR 2:1 baseado no swing/stop (4353.03),saída por sinal oposto: novo cruzamento SELL em 2026-06-16 05:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4837_4857","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=8.857857,target calculado por confluência: 2x ATR (4294.964286) + RR 2:1 baseado no swing/stop (4199.24),saída por sinal oposto: novo cruzamento BUY em 2026-06-16 15:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4857_4889","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=8.906429,target calculado por confluência: 2x ATR (4361.602857) + RR 2:1 baseado no swing/stop (4416.15),saída por sinal oposto: novo cruzamento SELL em 2026-06-17 09:00:00
"XAUUSD_M30_SMA_CROSS_20,50_4889_4908","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=8.763571,target calculado por confluência: 2x ATR (4306.822857) + RR 2:1 baseado no swing/stop (4273.29),saída por sinal oposto: novo cruzamento BUY em 2026-06-17 18:30:00
"XAUUSD_M30_SMA_CROSS_20,50_4908_4916","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=12.802143,target calculado por confluência: 2x ATR (4389.174286) + RR 2:1 baseado no swing/stop (4455.57),saída por sinal oposto: novo cruzamento SELL em 2026-06-17 22:30:00
"EURUSD_D1_EMA_CROSS_9,34_34_40","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.006841,target calculado por confluência: 2x ATR (1.153727) + RR 2:1 baseado no swing/stop (1.12611),saída por sinal oposto: novo cruzamento BUY em 2020-11-06 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_40_99","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.008459,target calculado por confluência: 2x ATR (1.205649) + RR 2:1 baseado no swing/stop (1.24581),saída por sinal oposto: novo cruzamento SELL em 2021-02-01 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_99_115","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.007014,target calculado por confluência: 2x ATR (1.191913) + RR 2:1 baseado no swing/stop (1.14794),saída por sinal oposto: novo cruzamento BUY em 2021-02-23 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_115_119","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.006155,target calculado por confluência: 2x ATR (1.22724) + RR 2:1 baseado no swing/stop (1.25435),saída por sinal oposto: novo cruzamento SELL em 2021-03-01 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_119_153","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.006456,target calculado por confluência: 2x ATR (1.191967) + RR 2:1 baseado no swing/stop (1.166),saída por sinal oposto: novo cruzamento BUY em 2021-04-16 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_153_196","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.005786,target calculado por confluência: 2x ATR (1.208731) + RR 2:1 baseado no swing/stop (1.25066),saída por sinal oposto: novo cruzamento SELL em 2021-06-16 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_196_252","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.006511,target calculado por confluência: 2x ATR (1.186369) + RR 2:1 baseado no swing/stop (1.14489),saída por sinal oposto: novo cruzamento BUY em 2021-09-02 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_252_262","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.004867,target calculado por confluência: 2x ATR (1.197124) + RR 2:1 baseado no swing/stop (1.22937),saída por sinal oposto: novo cruzamento SELL em 2021-09-16 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_262_346","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.004482,target calculado por confluência: 2x ATR (1.167786) + RR 2:1 baseado no swing/stop (1.14843),saída por sinal oposto: novo cruzamento BUY em 2022-01-12 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_346_354","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.006639,target calculado por confluência: 2x ATR (1.157297) + RR 2:1 baseado no swing/stop (1.18772),saída por sinal oposto: novo cruzamento SELL em 2022-01-24 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_354_363","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.006613,target calculado por confluência: 2x ATR (1.119034) + RR 2:1 baseado no swing/stop (1.1002),saída por sinal oposto: novo cruzamento BUY em 2022-02-04 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_363_375","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.007988,target calculado por confluência: 2x ATR (1.161706) + RR 2:1 baseado no swing/stop (1.21291),saída por sinal oposto: novo cruzamento SELL em 2022-02-22 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_375_444","EMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.007993,target calculado por confluência: 2x ATR (1.116474) + RR 2:1 baseado no swing/stop (1.09838),saída por sinal oposto: novo cruzamento BUY em 2022-05-30 00:00:00
"EURUSD_D1_EMA_CROSS_9,34_444_453","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.009614,target calculado por confluência: 2x ATR (1.096789) + RR 2:1 baseado no swing/stop (1.1628),saída por sinal oposto: novo cruzamento SELL em 2022-06-10 00:00:00
