"FullPath","Name","Extension","SizeKB","Modified","Keyword"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505h_mt5_promoted_edge_pool.json","p1505h_mt5_promoted_edge_pool.json",".json","65,01","15/06/2026 15:15:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505h_promote_mt5_edges_report.json","p1505h_promote_mt5_edges_report.json",".json","0,44","15/06/2026 15:15:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505h_promote_mt5_edges.py","p1505h_promote_mt5_edges.py",".py","2,07","15/06/2026 15:15:14","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505i_diversified_mt5_edge_selection.json","p1505i_diversified_mt5_edge_selection.json",".json","25,35","15/06/2026 15:20:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505i_diversified_mt5_edge_selection.py","p1505i_diversified_mt5_edge_selection.py",".py","2,5","15/06/2026 15:20:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505j_rejected_edge_forensics_report.json","p1505j_rejected_edge_forensics_report.json",".json","2,67","15/06/2026 15:25:12","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505j_rejected_edge_forensics.py","p1505j_rejected_edge_forensics.py",".py","4,55","15/06/2026 15:25:12","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505j_rejected_edges_detail.json","p1505j_rejected_edges_detail.json",".json","141,31","15/06/2026 15:25:12","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505n_best_edge_by_asset.json","p1505n_best_edge_by_asset.json",".json","4,14","15/06/2026 15:48:00","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1505n_edge_trade_metrics.json","p1505n_edge_trade_metrics.json",".json","165,38","15/06/2026 15:48:00","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1505_DATA_INGESTION_ENGINE\p1506_ranked_convergence_payoff_edges.json","p1506_ranked_convergence_payoff_edges.json",".json","98,16","15/06/2026 15:56:05","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.21L_VIDEO_STRATEGY_WF_MC\p1621l_approved_video_edges.json","p1621l_approved_video_edges.json",".json","6,32","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.21L_VIDEO_STRATEGY_WF_MC\p1621l_validated_video_edges.json","p1621l_validated_video_edges.json",".json","12,58","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.21M_VIDEO_EDGE_MEMORY_MERGE\p1621m_merged_edge_memory.json","p1621m_merged_edge_memory.json",".json","5,56","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.21M_VIDEO_EDGE_MEMORY_MERGE\p1621m_video_edges_normalized.json","p1621m_video_edges_normalized.json",".json","2,23","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.23_EDGE_DECAY_REVALIDATION_AUTO_ARCHIVE\p1623_active_edges.json","p1623_active_edges.json",".json","2,12","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.23_EDGE_DECAY_REVALIDATION_AUTO_ARCHIVE\p1623_archived_edges.json","p1623_archived_edges.json",".json","0","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.23_EDGE_DECAY_REVALIDATION_AUTO_ARCHIVE\p1623_revalidated_edge_memory.json","p1623_revalidated_edge_memory.json",".json","6,39","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16.23_EDGE_DECAY_REVALIDATION_AUTO_ARCHIVE\p1623_watchlist_edges.json","p1623_watchlist_edges.json",".json","4,28","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1622_SPECIALIST_KNOWLEDGE_BASE\specialist_knowledge_base.json","specialist_knowledge_base.json",".json","52,31","15/06/2026 20:03:21","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16_AUTONOMOUS_RESEARCH_RUNTIME\p16_edge_decay_results.json","p16_edge_decay_results.json",".json","2,83","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16_AUTONOMOUS_RESEARCH_RUNTIME\p16_edge_memory.json","p16_edge_memory.json",".json","3,34","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P17X_CAUSALITY_RUNTIME\edge_failure_analysis.json","edge_failure_analysis.json",".json","0,17","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1808_10Y_WALK_FORWARD_MONTE_CARLO\p1808_10y_elite_promoted_edges.json","p1808_10y_elite_promoted_edges.json",".json","9,64","16/06/2026 07:33:03","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1851_TO_P1870_QUANT_INSTITUTE_INFRA\p1855_edge_factory.json","p1855_edge_factory.json",".json","6,13","16/06/2026 15:27:18","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1851_TO_P1870_QUANT_INSTITUTE_INFRA\p1857_edge_health_engine.json","p1857_edge_health_engine.json",".json","0,34","16/06/2026 15:27:18","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P19_DEEP_EVOLUTION_BRAIN\p19_10_knowledge_compression.json","p19_10_knowledge_compression.json",".json","0,08","14/06/2026 13:22:23","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P22_38X_FTMO_ROBUST_RESEARCH_EXPANSION\p22_universal_dataset_edge_discovery.json","p22_universal_dataset_edge_discovery.json",".json","1146,8","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P22_38X_FTMO_ROBUST_RESEARCH_EXPANSION\p34_edge_half_life_engine.json","p34_edge_half_life_engine.json",".json","1,63","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P22_38X_FTMO_ROBUST_RESEARCH_EXPANSION\p35_edge_killer.json","p35_edge_killer.json",".json","1,9","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P39_60X_INSTITUTIONAL_QUANT_OS\p42_edge_ranking_selection_engine.json","p42_edge_ranking_selection_engine.json",".json","1,4","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P39_60X_INSTITUTIONAL_QUANT_OS\p58_edge_competition_league.json","p58_edge_competition_league.json",".json","1,7","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P401F_LOW_DD_WALK_FORWARD_MONTE_CARLO\p401f_promoted_low_dd_edges.json","p401f_promoted_low_dd_edges.json",".json","295,05","15/06/2026 16:41:42","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P401G_TOP_EDGE_SELECTION_LOW_DD\p401g_top10_low_dd_edges.json","p401g_top10_low_dd_edges.json",".json","7,78","15/06/2026 16:41:42","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P401G_TOP_EDGE_SELECTION_LOW_DD\p401g_top100_low_dd_edges.json","p401g_top100_low_dd_edges.json",".json","77,57","15/06/2026 16:41:42","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P401G_TOP_EDGE_SELECTION_LOW_DD\p401g_top30_low_dd_edges.json","p401g_top30_low_dd_edges.json",".json","23,32","15/06/2026 16:41:42","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P401_500X_PROMOTED_EDGE_INSTITUTIONAL_SELECTION\p431_460_top100_institutional_edges.json","p431_460_top100_institutional_edges.json",".json","0","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P5.6G30_CONTROLLED_PEDIGREE_MUTATION\p56g30e_edge_reconciliation_audit.json","p56g30e_edge_reconciliation_audit.json",".json","3,15","14/06/2026 16:03:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P61_65X_FTMO_EVIDENCE_RELEASE_GATE\p63_institutional_edge_selection.json","p63_institutional_edge_selection.json",".json","647,84","14/06/2026 13:22:31","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P65B_FTMO_GATE_EXPANDED_RECHECK\p65b_ftmo_all_edge_simulation.json","p65b_ftmo_all_edge_simulation.json",".json","344,74","12/06/2026 08:07:14","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P701_800X_AUTONOMOUS_DEMO_OPERATING_SUPERVISOR\p701_supervised_edges.json","p701_supervised_edges.json",".json","1,79","14/06/2026 14:44:22","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P83_LEARNING_INTELLIGENCE_DOMAIN\p83_07_edge_feedback_loop.json","p83_07_edge_feedback_loop.json",".json","0,21","14/06/2026 13:22:38","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_01_edge_confidence_engine.json","p87_01_edge_confidence_engine.json",".json","83,98","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_02_edge_decay_engine.json","p87_02_edge_decay_engine.json",".json","92,47","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_03_edge_ranking_engine.json","p87_03_edge_ranking_engine.json",".json","83,98","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_04_edge_competition_engine.json","p87_04_edge_competition_engine.json",".json","89,84","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_05_edge_retirement_engine.json","p87_05_edge_retirement_engine.json",".json","90,42","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_06_edge_to_execution_feedback.json","p87_06_edge_to_execution_feedback.json",".json","0,2","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_07_edge_memory_graph.json","p87_07_edge_memory_graph.json",".json","0,2","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P87_EDGE_INTELLIGENCE_DOMAIN\p87_08_edge_certification.json","p87_08_edge_certification.json",".json","0,17","14/06/2026 13:22:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P93_120X_EXTENDED_DEMO_FTMO_READINESS_RUNTIME\p100_edge_replacement.json","p100_edge_replacement.json",".json","0,21","14/06/2026 13:22:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P93_120X_EXTENDED_DEMO_FTMO_READINESS_RUNTIME\p97_edge_promotion.json","p97_edge_promotion.json",".json","0,2","14/06/2026 13:22:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P93_120X_EXTENDED_DEMO_FTMO_READINESS_RUNTIME\p98_edge_decay.json","p98_edge_decay.json",".json","0,2","14/06/2026 13:22:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P93_120X_EXTENDED_DEMO_FTMO_READINESS_RUNTIME\p99_edge_retirement.json","p99_edge_retirement.json",".json","0,2","14/06/2026 13:22:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\scripts\mind_trader_edge_monitor.ps1","mind_trader_edge_monitor.ps1",".ps1","0,18","14/06/2026 16:32:57","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p11_edge_evidence_engine.py","test_p11_edge_evidence_engine.py",".py","0,91","09/06/2026 12:51:58","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p116_edge_evidence_at_scale.py","test_p116_edge_evidence_at_scale.py",".py","0,68","09/06/2026 13:02:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p122_cloud_export_verification_ledger.py","test_p122_cloud_export_verification_ledger.py",".py","0,65","09/06/2026 13:08:17","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p151_real_edge_discovery_runtime.py","test_p151_real_edge_discovery_runtime.py",".py","0,67","10/06/2026 14:32:13","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1511_promoted_edge_forensic_audit.py","test_p1511_promoted_edge_forensic_audit.py",".py","0,16","10/06/2026 16:49:14","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1512_edge_promotion_authority.py","test_p1512_edge_promotion_authority.py",".py","0,27","10/06/2026 18:28:52","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1517_edge_validation_mega_pack.py","test_p1517_edge_validation_mega_pack.py",".py","0,85","11/06/2026 09:56:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p156_p1510_real_edge_research_runtime.py","test_p156_p1510_real_edge_research_runtime.py",".py","0,74","10/06/2026 16:17:43","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1621m_video_edge_memory_merge.py","test_p1621m_video_edge_memory_merge.py",".py","0,54","11/06/2026 16:33:32","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1621o_edge_factory_master_certification.py","test_p1621o_edge_factory_master_certification.py",".py","0,32","11/06/2026 16:56:02","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1623_edge_decay_revalidation_auto_archive.py","test_p1623_edge_decay_revalidation_auto_archive.py",".py","0,46","11/06/2026 17:57:21","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1624_asset_regime_edge_allocation.py","test_p1624_asset_regime_edge_allocation.py",".py","0,36","11/06/2026 18:22:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p1625_paper_portfolio_from_active_edges.py","test_p1625_paper_portfolio_from_active_edges.py",".py","0,44","11/06/2026 18:41:57","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p401_500x_promoted_edge_institutional_selection.py","test_p401_500x_promoted_edge_institutional_selection.py",".py","0,28","14/06/2026 13:11:20","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p830_edge_validation.py","test_p830_edge_validation.py",".py","1,59","08/06/2026 15:47:37","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p836_feature_store_edge_discovery.py","test_p836_feature_store_edge_discovery.py",".py","1,83","08/06/2026 16:00:46","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p843_institutional_audit_ledger.py","test_p843_institutional_audit_ledger.py",".py","1,47","08/06/2026 16:12:05","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p87_edge_intelligence_domain.py","test_p87_edge_intelligence_domain.py",".py","0,36","13/06/2026 10:09:34","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p879_edge_discovery_authority.py","test_p879_edge_discovery_authority.py",".py","1,48","08/06/2026 18:51:14","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p887_knowledge_absorption_authority.py","test_p887_knowledge_absorption_authority.py",".py","1,43","09/06/2026 10:53:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p888_knowledge_source_registry.py","test_p888_knowledge_source_registry.py",".py","1,03","08/06/2026 21:13:59","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p889_knowledge_absorption_source_integration.py","test_p889_knowledge_absorption_source_integration.py",".py","1,41","09/06/2026 10:53:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p9_edge_discovery_at_scale.py","test_p9_edge_discovery_at_scale.py",".py","0,55","09/06/2026 11:54:48","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\tests\test_p95_edge_discovery_factory.py","test_p95_edge_discovery_factory.py",".py","1","09/06/2026 12:24:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P12.2_CLOUD_EXPORT_VERIFICATION_LEDGER\P12.2_cloud_export_verification_ledger.json","P12.2_cloud_export_verification_ledger.json",".json","0,6","18/06/2026 08:02:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P17X_CAUSALITY_RUNTIME\edge_failure_analysis.json","edge_failure_analysis.json",".json","0","18/06/2026 08:02:53","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G26_REAL_STRUCTURED_SOURCE_ACQUISITION\20260614_132553\P56G26_REAL_SOURCE_DISCOVERY_LEDGER.csv","P56G26_REAL_SOURCE_DISCOVERY_LEDGER.csv",".csv","1,33","14/06/2026 14:03:29","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G26_REAL_STRUCTURED_SOURCE_ACQUISITION\20260614_132553\P56G26_REAL_SOURCE_DISCOVERY_LEDGER.json","P56G26_REAL_SOURCE_DISCOVERY_LEDGER.json",".json","2,6","14/06/2026 14:03:29","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G28_ABBI_PEDIGREE_EXTRACTION\P56G28B_FETCH_LEDGER.json","P56G28B_FETCH_LEDGER.json",".json","1,44","14/06/2026 14:32:21","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G29_PEDIGREE_RECONCILIATION\P56G29A_ALL_PEDIGREE_EDGES.json","P56G29A_ALL_PEDIGREE_EDGES.json",".json","10,12","14/06/2026 14:50:01","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G29_PEDIGREE_RECONCILIATION\P56G29B_NAMED_PEDIGREE_EDGES.json","P56G29B_NAMED_PEDIGREE_EDGES.json",".json","20,19","14/06/2026 15:36:55","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G29_PEDIGREE_RECONCILIATION\P56G29C_BUSHWACKER_RECONCILIATION_LEDGER.json","P56G29C_BUSHWACKER_RECONCILIATION_LEDGER.json",".json","1,59","14/06/2026 15:08:24","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G33_SOURCE_DEDUP_CANONICALIZATION\P56G33E_EXTERNAL_DEDUP_LEDGER.json","P56G33E_EXTERNAL_DEDUP_LEDGER.json",".json","400,93","14/06/2026 15:58:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G34_G36_UNIFIED_EXPANSION\P56G34_G36_STRUCTURED_EVIDENCE_LEDGER.json","P56G34_G36_STRUCTURED_EVIDENCE_LEDGER.json",".json","2,77","14/06/2026 16:22:57","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G41_VALID_STRUCTURAL_EDGE_INSERTION\P56G41_VALID_STRUCTURAL_EDGE_INSERTION_REPORT.json","P56G41_VALID_STRUCTURAL_EDGE_INSERTION_REPORT.json",".json","7,27","14/06/2026 16:56:54","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G42_MISSING_ENTITIES_AND_PENDING_EDGES\P56G42_MISSING_ENTITIES_AND_PENDING_EDGES_REPORT.json","P56G42_MISSING_ENTITIES_AND_PENDING_EDGES_REPORT.json",".json","2,87","14/06/2026 17:02:27","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G44_PROGENY_AND_VALUATION_EXPANSION\P56G44_PROGENY_VALUATION_EXPANSION_LEDGER.json","P56G44_PROGENY_VALUATION_EXPANSION_LEDGER.json",".json","102,07","14/06/2026 20:53:47","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G45_SIGNAL_TRIAGE\P56G45_PROGENY_LEDGER.json","P56G45_PROGENY_LEDGER.json",".json","20,58","14/06/2026 20:55:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G45_SIGNAL_TRIAGE\P56G45_REJECTED_LEDGER.json","P56G45_REJECTED_LEDGER.json",".json","0","14/06/2026 20:55:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G45_SIGNAL_TRIAGE\P56G45_VALUATION_LEDGER.json","P56G45_VALUATION_LEDGER.json",".json","19,48","14/06/2026 20:55:04","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G53_REGISTER_LOCAL_EVIDENCE_AND_BIND_EDGES\P56G53_REGISTER_LOCAL_EVIDENCE_AND_BIND_EDGES_REPORT.json","P56G53_REGISTER_LOCAL_EVIDENCE_AND_BIND_EDGES_REPORT.json",".json","25,89","14/06/2026 21:23:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G54_BIND_LOT809_EDGES\P56G54_BIND_LOT809_EDGES_REPORT.json","P56G54_BIND_LOT809_EDGES_REPORT.json",".json","0,97","14/06/2026 21:26:08","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G57_PROMOTE_CERTIFIED_ABBI_PEDIGREE_EDGES\P56G57_PROMOTE_CERTIFIED_ABBI_PEDIGREE_EDGES_REPORT.json","P56G57_PROMOTE_CERTIFIED_ABBI_PEDIGREE_EDGES_REPORT.json",".json","3,94","14/06/2026 21:34:27","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\runtime\capability_usage_ledger.jsonl","capability_usage_ledger.jsonl",".jsonl","0,81","19/06/2026 14:30:49","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\runtime\drive_queue\processed_ledger.jsonl","processed_ledger.jsonl",".jsonl","4,53","19/06/2026 15:18:17","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\test_p122_cloud_export_verification_ledger.py","test_p122_cloud_export_verification_ledger.py",".py","0,65","09/06/2026 13:09:36","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\test_p474d_capability_usage_ledger.py","test_p474d_capability_usage_ledger.py",".py","0,33","19/06/2026 08:51:13","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\test_p479_knowledge_extraction_engine.py","test_p479_knowledge_extraction_engine.py",".py","0,48","19/06/2026 15:18:10","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\test_p55g_pedigree_edge_ingestion.py","test_p55g_pedigree_edge_ingestion.py",".py","0,56","08/06/2026 12:43:56","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\test_usde_ledger.py","test_usde_ledger.py",".py","0,39","06/06/2026 15:21:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\test_usde_scientific_knowledge_graph.py","test_usde_scientific_knowledge_graph.py",".py","0,64","06/06/2026 15:55:06","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\test_usde_scientific_knowledge_sync.py","test_usde_scientific_knowledge_sync.py",".py","0,29","06/06/2026 17:06:59","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\test_usde_scientific_ledger.py","test_usde_scientific_ledger.py",".py","0,24","06/06/2026 15:59:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\__pycache__\test_usde_ledger.cpython-312-pytest-8.4.2.pyc","test_usde_ledger.cpython-312-pytest-8.4.2.pyc",".pyc","2,52","18/06/2026 07:51:49","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\__pycache__\test_usde_scientific_knowledge_graph.cpython-312-pytest-8.4.2.pyc","test_usde_scientific_knowledge_graph.cpython-312-pytest-8.4.2.pyc",".pyc","3,28","18/06/2026 07:51:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\__pycache__\test_usde_scientific_knowledge_sync.cpython-312-pytest-8.4.2.pyc","test_usde_scientific_knowledge_sync.cpython-312-pytest-8.4.2.pyc",".pyc","1,53","18/06/2026 07:51:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\modules\__pycache__\test_usde_scientific_ledger.cpython-312-pytest-8.4.2.pyc","test_usde_scientific_ledger.cpython-312-pytest-8.4.2.pyc",".pyc","1,52","18/06/2026 07:51:50","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\__pycache__\test_p122_cloud_export_verification_ledger.cpython-312-pytest-8.4.2.pyc","test_p122_cloud_export_verification_ledger.cpython-312-pytest-8.4.2.pyc",".pyc","4,17","18/06/2026 07:51:51","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\__pycache__\test_p474d_capability_usage_ledger.cpython-312-pytest-8.4.2.pyc","test_p474d_capability_usage_ledger.cpython-312-pytest-8.4.2.pyc",".pyc","1,52","19/06/2026 08:51:17","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\__pycache__\test_p479_knowledge_extraction_engine.cpython-312-pytest-8.4.2.pyc","test_p479_knowledge_extraction_engine.cpython-312-pytest-8.4.2.pyc",".pyc","2,45","19/06/2026 15:18:15","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\tests\__pycache__\test_p55g_pedigree_edge_ingestion.cpython-312-pytest-8.4.2.pyc","test_p55g_pedigree_edge_ingestion.cpython-312-pytest-8.4.2.pyc",".pyc","3,84","18/06/2026 07:51:52","edge"
